"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"HR","GTF INNOVATIONS","Insignia Limousine NB","M1",98,1613,"diesel","M",1956,"",NA,2014
"DE","VOLKSWAGEN","SHARAN","M1",154,1851,"diesel","M",1968,"",NA,2014
"LU","KIA","VENGA","M1",117,1445,"diesel","M",1396,NA,NA,2011
"ES","MAZDA","2","M1",115,1081,"petrol","M",1349,"",NA,2014
"NL","DAIMLER AG","CLS 63 AMG","M1",231,1870,"petrol","M",5461,NA,NA,2012
"DE","OUT OF SCOPE","MUSTANGSHELBYGT500","",311,1820,"petrol","M",5808,NA,NA,2012
"DE","CHRYSLER","COMPASS","M1G",172,1680,"diesel","M",2143,NA,NA,2012
"BE","AUDI AG","A3","M1",122,1435,"diesel","M",1968,NA,NA,2012
"BE","FIAT GROUP AUTOMOBILES SPA","ALFA ROMEO 159","M1",138,1564,"diesel","M",1910,NA,NA,2010
"PT","MAZDA","MAZDA 6","M1",108,1553,"diesel","M",2191,"",NA,2013
"GB","FIAT GROUP","FIAT BRAVO","M1",135,1435,"diesel","M",1956,"",NA,2013
"AT","DACIA","DUSTER","M1",126,1340,"diesel","M",1461,NA,NA,2012
"IT","AA-IVA","SIRION","M1",148,1067,"petrol","M",1298,NA,NA,2010
"EE","RENAULT","MEGANE SCENIC","M1",135,1505,"diesel","M",1461,NA,NA,2010
"FR","DAIMLER AG","CLASSE E","M1",156,1735,"diesel","M",2143,NA,NA,2012
"GB","VOLVO","S60 SE LUX T5","M1",184,1617,"petrol","M",1999,NA,NA,2011
"GB","BMW AG","COUNTRYMAN COOPER S ALL4","M1",157,1455,"petrol","M",1600,NA,NA,2011
"IE","FIAT GROUP AUTOMOBILES SPA","ALFA ROMEO","M1",194,1355,"petrol","M",NA,NA,NA,2010
"GB","BMW AG","X5 XDRIVE40D M SPORT AUTO","M1",198,2185,"diesel","M",2993,NA,NA,2012
"DE","BENTLEY","CONTINENTALGTCV8","M1",254,2545,"petrol","M",3993,"",NA,2014
"BG","PORSCHE","CAYENNE TURBO","M1",270,2245,"petrol","M",NA,NA,NA,2012
"BG","DACIA","LOGAN","M1",119,1378,"diesel","M",1461,NA,NA,2012
"GB","DACIA","SANDERO","M1",116,1037,"petrol","M",898,"",NA,2014
"DE","DAIMLER AG","C 200 CDI","M1",133,1615,"diesel","M",2143,"",NA,2013
"DE","DAIMLER AG","E250","M1",161,1600,"petrol","M",1796,NA,NA,2011
"SE","DAIMLER AG","C 200 CGI","M1",164,1500,"petrol","M",1796,NA,NA,2011
"DE","DAIMLER AG","C 250 BLUETEC","M1",121,1660,"diesel","M",2143,"",NA,2014
"DK","RENAULT","MEGANE SCENIC","M1",118,1550,"diesel","M",1461,NA,NA,2012
"DE","UNKNOWN","GOLF","",0,1565,"electric","M",NA,NA,NA,2012
"GB","HONDA MOTOR CO","CIVIC SE","M1",157,1274,"petrol","M",1598,NA,NA,2011
"FR","FIAT GROUP","PANDA","M1",103,1110,"diesel","M",1248,"",NA,2014
"HR","SKODA","OCTAVIA","M1",129,1526,"diesel","M",1968,"",NA,2014
"AT","RENAULT","MEGANE","M1",119,1435,"petrol","M",1197,NA,NA,2012
"AT","VOLKSWAGEN","PASSAT","M1",136,1618,"diesel","M",1968,NA,NA,2012
"PT","VOLKSWAGEN","PASSAT","M1",120,1571,"diesel","M",1968,NA,NA,2012
"GB","FORD WERKE GMBH","FIESTA ZETEC","M1",129,1085,"petrol","M",1242,NA,NA,2012
"BE","OPEL","Combo","M1",156,1555,"diesel","M",1956,"",NA,2013
"SE","OPEL","ZAFIRA TOURER","M1",129,1843,"ng-biomethane","M",1598,NA,NA,2012
"IT","RENAULT","CLIO","M1",127,1055,"petrol","M",1149,"",NA,2014
"SK","AUTOMOBILES PEUGEOT","308","M1",124,1493,"diesel","M",1560,NA,NA,2011
"DE","BAYERISCHE MOTOREN WERKE AG","7er Reihe","M1",180,1975,"diesel","M",2993,NA,NA,2010
"GB","LAMBORGHINI","GALLARDO SUPERLEGGERA","M1",319,NA,"petrol","M",5204,NA,NA,2010
"GB","HYUNDAI","unknown","M1",138,NA,"petrol","M",1086,NA,NA,2010
"SK","VOLKSWAGEN","PASSAT","M1",157,1598,"ng-biomethane","B",1390,NA,NA,2012
"FR","HONDA MOTOR CO","JAZZ","M1",125,1155,"petrol","M",1339,NA,NA,2010
"GB","CHRYSLER GROUP LLC","300C CRD AUTO","M1",220,NA,"diesel","M",2987,NA,NA,2010
"GB","VOLVO","V50 SE EDITION DRIVE S/S","M1",99,1502,"diesel","M",1560,NA,NA,2012
"GR","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",119,1000,"petrol","M",NA,NA,NA,2010
"FR","HYUNDAI","I 30","M1",124,1517,"diesel","M",1582,NA,NA,2012
"ES","VOLKSWAGEN","GOLF","M1",119,1445,"diesel","M",1598,"",NA,2014
"EE","AUTOMOBILES CITROEN","BERLINGO","M1",140,1315,"diesel","M",1560,NA,NA,2010
"BG","OPEL","MERIVA","M1",151,1471,"petrol","M",NA,NA,NA,2012
"IT","VOLVO","XC60","M1",154,1716,"diesel","M",1984,NA,NA,2010
"GB","SKODA","FABIA 2 HTP 12V","M1",140,NA,"petrol","M",1198,NA,NA,2010
"BE","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",104,1225,"diesel","M",1248,NA,NA,2011
"ES","DAIMLER AG","C 250 TD","M1",NA,1595,"diesel","",2497,NA,NA,2010
"FI","OPEL","INSIGNIA LIMOUSINE HB","M1",115,1701,"diesel","M",1956,NA,NA,2012
"CZ","OPEL","ASTRA","M1",129,1373,"petrol","M",1398,"",NA,2014
"GR","DAIMLER AG","C 180 KOMPRESSOR","M1",168,1480,"petrol","M",NA,NA,NA,2012
"BE","VOLVO","XC70","M1",169,1917,"diesel","M",2400,"",NA,2014
"AT","DAIMLER AG","VITO","M1",232,2356,"diesel","M",2143,"",NA,2013
"LU","AUTOMOBILES CITROEN","DS3","M1",99,1256,"diesel","M",1560,"",NA,2014
"SI","GM DAEWOO AUTO U TECH COMP","SPARK / 1.0 /","M1",137,870,"petrol","M",995,NA,NA,2010
"PL","DAIMLER AG","VITO","M1",193,2296,"diesel","M",2143,NA,NA,2012
"GR","DAIMLER AG","C 180","M1",142,1485,"petrol","M",1595,"",NA,2013
"GB","GM KOREA","CAPTIVA LT VCDI AUTO","M1",203,2018,"diesel","M",2231,"",NA,2013
"DE","UNKNOWN","PLUS4","M1",162,1100,"petrol","M",1999,"",NA,2014
"ES","OPEL","INSIGNIA","M1",98,1613,"diesel","M",1956,"",NA,2014
"IT","TOYOTA","VERSO-S","M1",127,1167,"petrol","M",1329,"",NA,2013
"IT","OPEL","ZAFIRA TOURER","M1",154,1664,"petrol","M",1364,"",NA,2014
"GB","AUDI AG","unknown","M1",149,1615,"diesel","M",1968,NA,NA,2010
"LU","AUTOMOBILES CITROEN","DS5","M1",155,1587,"petrol","M",1598,"",NA,2013
"BE","VOLVO","C30","M1",99,1446,"diesel","M",1560,NA,NA,2011
"IT","BAYERISCHE MOTOREN WERKE AG","X6 XDRIVE30D","M1",195,2150,"diesel","M",2993,NA,NA,2010
"AT","DAIMLER AG","E 300 BLUETEC HYBRID","M1",109,1845,"diesel","M",2143,"",NA,2014
"PL","VOLVO","XC60","M1",174,1925,"diesel","M",2400,NA,NA,2011
"PL","HYUNDAI","EL IX35","M1",137,1608,"diesel","M",1995,NA,NA,2011
"PL","BMW AG","730D","M1",158,1985,"diesel","M",2993,"",NA,2014
"GR","GM KOREA","SPARK","M1",118,1044,"petrol","M",995,"",NA,2014
"GB","DACIA","DUSTER","M1",135,1369,"diesel","M",1461,"",NA,2013
"IT","VOLKSWAGEN","PASSAT CC","M1",139,1571,"diesel","M",1968,NA,NA,2012
"IT","FIAT GROUP","FIAT 500L","M1",105,1465,"ng-biomethane","B",875,"",NA,2013
"HU","AUTOMOBILES CITROEN","C4","M1",140,1275,"petrol","M",1397,"",NA,2013
"AT","RENAULT","MODUS","M1",138,1228,"petrol","M",1149,NA,NA,2012
"GB","CHRYSLER GROUP LLC","PATRIOT SPORT","M1",196,1610,"petrol","M",2359,NA,NA,2010
"GB","TOYOTA","AVENSIS TR D-4D","M1",119,1628,"diesel","M",1995,NA,NA,2011
"IT","AA-IVA","PUNTO ABARTH","M1",142,1260,"petrol","M",1368,NA,NA,2011
"ES","OPEL","CORSA","M1",129,1163,"","",1229,"",NA,2013
"ES","BMW AG","S18D","M1",128,1555,"diesel","M",1995,"",NA,2014
"IT","AUDI AG","A3 SPORTBACK","M1",129,1500,"diesel","M",1968,"",NA,2014
"NL","DAIMLER AG","VIANO","M1",193,2075,"diesel","M",2143,NA,NA,2012
"LV","AUTOMOBILES PEUGEOT","508","M1",119,1618,"diesel","M",1997,NA,NA,2012
"GB","OPEL","INSIGNIA SRI NAV CDTI AUTO","M1",155,1788,"diesel","M",1956,NA,NA,2012
"NL","DAIMLER AG","E 200","M1",152,1615,"petrol","",1796,NA,NA,2011
"FI","VOLKSWAGEN","GOLF","M1",118,1350,"petrol","M",1395,"",NA,2014
"PL","FIAT GROUP AUTOMOBILES SPA","FIAT SCUDO","M1",183,2003,"diesel","M",1997,NA,NA,2012
"AT","NISSAN","NISSAN PRIMASTAR","M1",175,2110,"diesel","M",1995,"",NA,2014
"IT","AUDI AG","A5 CABRIOLET","M1",159,1705,"petrol","M",1984,NA,NA,2012
"GB","BMW AG","X3 XDRIVE20D SE AUTO","M1",147,1800,"diesel","M",1995,NA,NA,2011
"ES","TOYOTA","AVENSIS","M1",147,1610,"diesel","M",2231,"",NA,2014
"BE","RENAULT","LAGUNA","M1",123,1395,"diesel","M",1461,NA,NA,2011
"FR","DAIMLER AG","CLASSE CLS","M1",161,1910,"diesel","M",2987,"",NA,2013
"IT","AUTOMOBILES CITROEN","C5","M1",117,1615,"diesel","M",1560,"",NA,2013
"NL","DAIMLER AG","C 180 CDI","M1",131,1575,"diesel","",2143,NA,NA,2010
"ES","BENTLEY","CONTINENTAL SUPERSPORT","M1",396,2390,"petrol","",5998,NA,NA,2010
"FR","VOLKSWAGEN","GOLF","M1",159,1505,"petrol","M",1984,"",NA,2014
"HU","RENAULT","FLUENCE","M1",119,1280,"diesel","M",1461,NA,NA,2010
"GR","VOLKSWAGEN","POLO","M1",139,1070,"petrol","M",NA,NA,NA,2011
"FI","KIA SLOVAKIA","VENGA","M1",130,1253,"petrol","M",1396,"",NA,2014
"FI","RENAULT","CLIO","M1",95,1194,"diesel","M",1461,"",NA,2014
"PT","AUDI AG","A6 ALLROAD QUATTRO","M1",176,1985,"diesel","M",2967,NA,NA,2012
"CZ","FORD WERKE GMBH","TRANSIT 350L","M1",189,2045,"diesel","M",2198,"",NA,2014
"GR","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",134,1165,"petrol","M",1368,NA,NA,2011
"LU","AUTOMOBILES CITROEN","C3 PICASSO","M1",140,1375,"petrol","M",1397,"",NA,2014
"ES","TOYOTA","LEXUS","M1",121,1890,"petrol","M",2494,"",NA,2014
"CZ","FUJI HEAVY INDUSTRIES","LEGACY 2.5I","M1",168,1580,"petrol","M",2498,"",NA,2014
"PL","OPEL","INSIGNIA","M1",162,1690,"petrol","M",1998,NA,NA,2011
"SI","JAGUAR LAND ROVER LIMITED","RANGE ROVER SPORT / 3.0 / SDV6 AUT.","M1",199,2249,"diesel","M",2993,"",NA,2014
"PT","AUDI AG","AUDI A1","M1",103,1215,"diesel","M",1598,NA,NA,2010
"ES","FIAT GROUP","500L","M1",143,1320,"petrol","M",1368,"",NA,2014
"AT","VOLKSWAGEN","EOS","M1",199,1611,"petrol","M",1984,NA,NA,2010
"DE","OPEL","INSIGNIALIMOUSINENB","M1",258,1953,"petrol","M",2792,NA,NA,2011
"AT","DACIA","SANDERO","M1",135,1080,"petrol","M",1149,"",NA,2013
"DE","DAIMLER AG","CLS 63 AMG","M1",235,1955,"petrol","M",5461,"",NA,2013
"GB","BMW AG","120D EXCLUSIVE EDITION AUTO","M1",145,1590,"diesel","M",1995,NA,NA,2012
"HU","MAGYAR SUZUKI","SX4","M1",139,1240,"petrol","M",1490,"",NA,2013
"IT","AUTOMOBILES PEUGEOT","","M1",113,1061,"diesel","M",1398,"",NA,2014
"MT","KIA","RIO","M1",114,1127,"petrol","M",1248,"",NA,2014
"BE","RENAULT","MEGANE","M1",104,1395,"diesel","M",1598,NA,NA,2012
"MT","MAZDA","2","M1",115,1087,"petrol","M",1349,"",NA,2013
"GR","FORD WERKE GMBH","Fiesta","M1",107,1105,"diesel","M",NA,NA,NA,2011
"FR","FIAT GROUP","LANCIA YPSILON","M1",99,1125,"diesel","M",1248,"",NA,2013
"GB","NISSAN","JUKE ACENTA","M1",147,1275,"petrol","M",1598,"",NA,2013
"GB","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",113,940,"petrol","M",1242,NA,NA,2011
"DE","OPEL","ZAFIRA TOURER","M1",169,1664,"petrol","M",1598,"",NA,2014
"DE","AUDI AG","A1","M1",118,1115,"petrol","M",1197,NA,NA,2012
"GB","DAIMLER AG","VIANO AMBIENT 3.0CDI BLUE-CY A","M1",226,2428,"diesel","M",2987,NA,NA,2011
"CZ","AUDI AG","A3  SPORTBACK","M1",123,1450,"diesel","M",1968,NA,NA,2011
"IT","FIAT GROUP","ALFA GIULIETTA","M1",134,1395,"lpg","B",1368,"",NA,2013
"SE","VOLKSWAGEN","PASSAT","M1",155,1516,"e85","F",1390,NA,NA,2011
"PL","DACIA","SANDERO","M1",135,1075,"petrol","M",1149,"",NA,2013
"FR","RENAULT","CLIO","M1",179,1265,"petrol","M",1598,NA,NA,2012
"GB","FORD WERKE GMBH","S-MAX ZETEC TDCI 140","M1",143,1765,"diesel","M",1997,NA,NA,2012
"MT","TOYOTA","IQ","M1",99,1215,"petrol","M",NA,NA,NA,2012
"GR","VOLKSWAGEN","GOLF","M1",145,1346,"petrol","M",NA,NA,NA,2010
"PL","GM KOREA","AVEO","M1",129,1207,"petrol","M",1229,"",NA,2013
"PL","FUJI HEAVY INDUSTRIES","FORESTER","M1",170,1675,"diesel","M",1998,NA,NA,2011
"HU","HYUNDAI","Elantra","M1",162,1267,"petrol","M",1591,"",NA,2013
"NL","RENAULT","MEGANE SCENIC","M1",105,1547,"diesel","M",1461,"",NA,2013
"SE","DAIMLER AG","E 250 CDI 4MATIC","M1",150,1955,"diesel","M",2143,"",NA,2013
"DK","AUTOMOBILES CITROEN","C5","M1",153,1977,"diesel","M",2992,NA,NA,2010
"FR","KIA","CARENS","M1",124,1557,"diesel","M",1685,"",NA,2013
"DK","BMW AG","320I","M1",147,1475,"petrol","M",1997,"",NA,2014
"GB","AUDI AG","A4 S LINE 211 TFSI","M1",149,1520,"petrol","M",1984,NA,NA,2010
"AT","FORD WERKE GMBH","MONDEO TRAV TITANIUM 2,0D","M1",149,1660,"diesel","M",1997,"",NA,2013
"BE","VOLVO","S80","M1",167,1832,"diesel","M",2400,NA,NA,2011
"GB","VOLVO","S60 SE LUX D3 AUTO","M1",154,1705,"diesel","M",1984,NA,NA,2011
"GB","FIAT GROUP AUTOMOBILES SPA","GIULIETTA LUSSO JTDM-2","M1",114,1420,"diesel","M",1598,NA,NA,2010
"PL","AUTOMOBILES CITROEN","C3","M1",95,1048,"petrol","M",999,"",NA,2014
"AT","OPEL","ASTRA SPORTS TOURER","M1",120,1613,"diesel","M",1686,"",NA,2013
"PL","BAYERISCHE MOTOREN WERKE AG","523I","M1",177,1700,"petrol","M",2996,NA,NA,2010
"PL","RENAULT","FLUENCE","M1",155,1379,"petrol","M",1598,NA,NA,2011
"PL","HYUNDAI","IX20","M1",154,1269,"petrol","M",1591,NA,NA,2011
"HU","FIAT GROUP","FIAT PUNTO","M1",132,1115,"petrol","M",1368,"",NA,2013
"GB","BMW AG","420D XDRIVE","M1",124,1615,"diesel","M",1995,"",NA,2014
"FR","LAND ROVER","FREELANDER","M1",185,2065,"diesel","M",2179,NA,NA,2010
"GR","TOYOTA","TOYOTA VERSO","M1",162,1580,"petrol","M",NA,NA,NA,2011
"GB","DAIMLER AG","E350 BLUE-CY AGARDE CGI A","M1",206,1845,"petrol","M",3498,NA,NA,2011
"BE","MAZDA","MAZDA6","M1",129,1597,"diesel","M",2191,"",NA,2014
"IE","AUTOMOBILES PEUGEOT","PEUGEOT","M1",119,1264,"diesel","M",NA,NA,NA,2010
"IT","SEAT","ALTEA XL","M1",144,1505,"diesel","M",1968,NA,NA,2012
"PL","RENAULT","MEGANE SCENIC","M1",149,1615,"diesel","M",1870,NA,NA,2011
"PL","PORSCHE","911","M1",205,1490,"petrol","M",3800,"",NA,2013
"PL","DAIMLER AG","VITO","M1",190,2093,"diesel","M",2143,"",NA,2014
"GB","FORD WERKE GMBH","FOCUS ZETEC TDCI","M1",109,1424,"diesel","M",1560,NA,NA,2012
"AT","OPEL","CORSA","M1",124,1163,"petrol","M",1229,NA,NA,2011
"CY","NISSAN","NISSAN JUKE","M1",145,1250,"petrol","M",NA,"",NA,2014
"DE","SEAT","LEON","M1",148,1420,"diesel","M",1968,NA,NA,2011
"FR","DAIMLER AG","CLASSE E","M1",150,1805,"diesel","M",2987,"",NA,2013
"FI","BAYERISCHE MOTOREN WERKE AG","COOPER S CLUBMAN","M1",168,1305,"petrol","M",1598,NA,NA,2010
"CZ","DAIMLER AG","B 180 CDI","M1",146,1435,"diesel","M",1992,"",NA,2014
"GB","DAIMLER AG","CLA45 AMG 4MATIC AUTO","M1",161,1585,"petrol","M",1991,"",NA,2014
"ES","SEAT","ALTEA ","M1",132,1360," ","",1197,"",NA,2013
"ES","BMW AG","420D XDRIVE","M1",124,1615,"diesel","M",1995,"",NA,2014
"AT","DAIMLER AG","VIANO","M1",224,2303,"diesel","M",2987,NA,NA,2011
"PL","NISSAN INTERNATIONAL SA","X-TRAIL","M1",168,1731,"diesel","M",1995,NA,NA,2010
"GB","AA-IVA","unknown","M1",NA,NA,"petrol","M",2000,NA,NA,2011
"GB","NISSAN","NOTE TEKNA AUTO","M1",159,1253,"petrol","M",1598,NA,NA,2011
"IT","AUTOMOBILES CITROEN","C4 PICASSO","M1",125,1505,"diesel","M",1560,NA,NA,2011
"IT","DACIA","DUSTER","M1",126,1319,"diesel","M",1461,"",NA,2014
"IT","AUDI AG","A6 LIMOUSINE","M1",139,1700,"diesel","M",2967,NA,NA,2012
"BE","AUDI AG","AUDI Q5","M1",184,1895,"diesel","M",1968,NA,NA,2011
"EE","SKODA","OCTAVIA","M1",134,1265,"petrol","M",1197,NA,NA,2010
"GB","VOLVO","XC60 R-DESIGN LUX D4","M1",117,1854,"diesel","M",1984,"",NA,2014
"PL","DAIMLER AG","E 220","M1",123,1735,"diesel","M",2143,"",NA,2014
"DE","BMW AG","3ERREIHE","M1",169,1613,"petrol","M",2979,"",NA,2013
"GR","TOYOTA MOTOR EUROPE","TOYOTA AYGO","M1",106,920,"petrol","M",NA,NA,NA,2010
"BE","VOLKSWAGEN","TRANSPORT","M1",205,1976,"diesel","M",1968,NA,NA,2010
"AT","AUDI AG","AUDI A6","M1",172,1685,"petrol","M",2773,NA,NA,2011
"HU","AUDI AG","A3 Sportback","M1",116,1300,"petrol","M",1395,"",NA,2013
"LU","RENAULT","CLIO","M1",127,1055,"petrol","M",1149,"",NA,2014
"DE","DAIMLER AG","C180","M1",169,1480,"petrol","M",1796,NA,NA,2012
"NL","SKODA","OCTAVIA","M1",148,1325,"petrol","",1390,NA,NA,2011
"BE","VOLVO","S60","M1",139,1660,"diesel","M",2400,NA,NA,2010
"GB","SEAT","ALTEA I TECH CR TDI ECOMOTIVE","M1",119,1450,"diesel","M",1598,"",NA,2014
"RO","TOYOTA MOTOR EUROPE","AVENSIS","M1",158,1550,"petrol","M",1798,NA,NA,2010
"GB","VOLKSWAGEN","GOLF R DSG S-A","M1",195,1541,"petrol","M",1984,NA,NA,2012
"DE","FIAT GROUP AUTOMOBILES SPA","LANCIA MUSA","M1",109,1385,"diesel","M",1248,NA,NA,2010
"FR","FORD WERKE GMBH","FOCUS","M1",136,1276,"e85","F",1596,NA,NA,2012
"PL","SKODA","ROOMSTER","M1",134,1221,"petrol","M",1197,"",NA,2014
"DE","SKODA","OCTAVIA","M1",121,1255,"petrol","M",1395,"",NA,2014
"IT","FIAT GROUP","FIAT DUCATO","M1",166,2010,"diesel","M",1956,"",NA,2013
"MT","AUTOMOBILES PEUGEOT","107","M1",104,1190,"petrol","M",998,"",NA,2013
"PL","DACIA","LOGAN","M1",119,1347,"diesel","M",1461,NA,NA,2012
"AT","MARUTI SUZUKI INDIA LTD","ALTO 1,0 5DR","M1",103,930,"petrol","M",996,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","SCUDO COMBI 120 M-JET 5S","M1",194,1884,"diesel","M",1997,NA,NA,2010
"AT","HYUNDAI","I 30","M1",155,1478,"diesel","M",1582,NA,NA,2010
"AT","AUDI AG","S4 LIMOUSINE","M1",190,1780,"petrol","M",2995,"",NA,2014
"GB","LOTUS","EVORA S 4 V6","M1",239,1511,"petrol","M",3456,NA,NA,2012
"DE","AUTOMOBILES PEUGEOT","PEUGEOT BOXER","M1",187,2164,"diesel","M",2198,"",NA,2014
"GB","RENAULT","MEGANE","M1",114,1280,"diesel","M",1461,NA,NA,2010
"HU","FORD WERKE GMBH","Focus","M1",117,1362,"diesel","M",1560,"",NA,2013
"FR","BMW AG","MINI","M1",137,1280,"petrol","M",1598,NA,NA,2012
"GB","NISSAN","QASHQAI ACENTA PREMIUM DIG-T","M1",129,1439,"petrol","M",1198,"",NA,2014
"GR","AUTOMOBILES CITROEN","C3","M1",148,1126,"petrol","M",NA,NA,NA,2010
"EE","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",95,1005,"petrol","M",875,NA,NA,2011
"DE","DAIMLER AG","C 63 AMG","M1",280,1730,"petrol","M",6208,"",NA,2013
"RO","DAIMLER AG","G 55 AMG","M1",378,2580,"petrol","M",5439,NA,NA,2010
"DE","FIAT GROUP AUTOMOBILES SPA","FIAT SCUDO","M1",183,2032,"diesel","M",1997,NA,NA,2012
"IE","AUDI AG","A52.0TDI 177 MULTI SE 2DR AUTO","M1",132,1755,"diesel","M",1968,NA,NA,2012
"DE","FORD WERKE GMBH","FOCUS","M1",139,1485,"diesel","M",1997,NA,NA,2011
"GB","BAYERISCHE MOTOREN WERKE AG","X5 XDRIVE30D SE AUTO","M1",195,2150,"diesel","M",2993,NA,NA,2010
"DE","BMW AG","528I","M1",164,1920,"petrol","M",1997,"",NA,2013
"SI","BMW AG","218D ACTIVE TOURER","M1",111,1450,"diesel","M",1995,"",NA,2014
"NL","RENAULT","LAGUNA","M1",109,1385,"diesel","M",1461,"",NA,2013
"DE","BMW AG","3ERREIHE","M1",202,1625,"petrol","M",2979,NA,NA,2012
"DE","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",124,1100,"petrol","M",1368,NA,NA,2012
"FR","BMW AG","120D","M1",110,1445,"diesel","M",1995,"",NA,2014
"GB","OPEL","ASTRA SE","M1",147,1393,"petrol","M",1598,NA,NA,2010
"AT","VOLKSWAGEN","SHARAN","M1",149,1803,"diesel","M",1968,"",NA,2014
"FR","DAIMLER AG","CLASSE GLA","M1",143,1455,"petrol","M",1991,"",NA,2014
"LU","DACIA","LOGAN","M1",119,1304,"diesel","M",1461,NA,NA,2011
"SI","KIA","SPORTAGE / 2.0 / TD","M1",158,1684,"diesel","M",1995,"",NA,2014
"DE","VOLKSWAGEN","TIGUAN","M1",152,1501,"petrol","M",1390,NA,NA,2012
"ES","AUTOMOBILES CITROEN","NGC4PI","M1",113,1505,"diesel","M",1997,"",NA,2014
"HU","SKODA","YETI","M1",149,1340,"petrol","M",1197,"",NA,2013
"LT","OPEL","ASTRA SPORTS TOURER","M1",159,1571,"petrol","M",NA,NA,NA,2011
"CZ","OPEL","ZAFIRA TOURER","M1",134,1701,"diesel","M",1956,"",NA,2014
"BG","MARUTI SUZUKI","SWIFT","M1",116,1065,"petrol","M",1242,NA,NA,2011
"DE","VOLKSWAGEN","GOLF","M1",170,1393,"petrol","M",1984,NA,NA,2012
"MT","RENAULT","CAPTUR","M1",95,1245,"diesel","M",1461,"",NA,2014
"PL","SKODA","YETI","M1",149,1370,"petrol","M",1197,NA,NA,2010
"DE","FIAT GROUP","ALFA GIULIETTA","M1",134,1365,"petrol","M",1368,"",NA,2013
"FR","OPEL","CORSA","M1",134,1140,"petrol","M",1398,NA,NA,2011
"DE","UNKNOWN","BEETLE","",166,1400,"petrol","M",1197,NA,NA,2012
"GB","OPEL","INSIGNIA SRI CDTI AUTO","M1",147,1733,"diesel","M",1956,NA,NA,2012
"ES","VOLKSWAGEN","EOS","M1",178,1606,"petrol","",1984,NA,NA,2010
"LT","VOLKSWAGEN","GOLF","M1",NA,1337,"diesel","M",NA,NA,NA,2011
"DE","RENAULT","CLIO","M1",106,1194,"diesel","M",1461,NA,NA,2010
"LT","VOLKSWAGEN","GOLF","M1",115,1251,"petrol","M",1197,"",NA,2014
"ES","TOYOTA","PRIUS","M1",49,1513,"petrol-electric","M",1798,"",NA,2014
"HU","AUTOMOBILES PEUGEOT","508","M1",149,1595,"diesel","M",1997,"",NA,2013
"IT","VOLKSWAGEN","TOUAREG","M1",199,2224,"diesel","M",2967,NA,NA,2011
"DE","VOLKSWAGEN","TIGUAN","M1",139,1538,"diesel","M",1968,NA,NA,2012
"EE","SKODA","OCTAVIA","M1",148,1325,"petrol","M",1390,NA,NA,2010
"PL","DAIMLER AG","E 220 CDI","M1",142,1845,"diesel","M",2143,"",NA,2013
"GB","DAIMLER AG","E250 SPORT ED125 CDI BLUE-CY A","M1",138,1700,"diesel","M",2143,NA,NA,2012
"SE","FORD WERKE GMBH","MONDEO","M1",120,1645,"diesel","M",1997,"",NA,2013
"DE","SKODA","SUPERB","M1",117,1512,"diesel","M",1598,"",NA,2013
"AT","RENAULT","ESPACE","M1",193,1984,"diesel","M",1995,NA,NA,2010
"AT","RENAULT","MEGANE","M1",90,1420,"diesel","M",1461,NA,NA,2012
"PL","FIAT GROUP AUTOMOBILES SPA","FIAT BRAVO","M1",132,1350,"petrol","M",1368,NA,NA,2012
"ES","NISSAN","NV200","M1",114,1568,"","",1461,"",NA,2013
"HU","SKODA","YETI","M1",189,1505,"petrol","M",1798,"",NA,2013
"LV","VOLKSWAGEN","JETTA","M1",138,1365,"petrol","M",1390,"",NA,2013
"SK","HYUNDAI","VENGA","M1",117,1356,"diesel","M",1582,NA,NA,2012
"DE","DAIMLER AG","S 350 BLUETEC 4MATIC","M1",168,2025,"diesel","M",2987,"",NA,2014
"IT","DAIMLER AG","SPRINTER","M1",271,2900,"diesel","M",2148,NA,NA,2011
"DE","BMW AG","X1XDRIVE20I","M1",179,1650,"petrol","M",1997,NA,NA,2012
"HU","NISSAN INTERNATIONAL SA","QASHQAI","M1",189,1510,"petrol","M",1997,NA,NA,2010
"PL","NISSAN INTERNATIONAL SA","MICRA","M1",144,1036,"petrol","M",1240,NA,NA,2010
"DK","OPEL","INSIGNIA LIMOUSINE HB","M1",98,1613,"diesel","M",1956,"",NA,2014
"DE","UNKNOWN","-","M1",106,928,"petrol","M",998,"",NA,2013
"BG","VOLKSWAGEN","PASSAT","M1",147,1650,"diesel","M",NA,"",NA,2013
"BE","BMW AG","COOPER D CABRIO","M1",105,1275,"diesel","M",1598,"",NA,2014
"FR","SEAT","IBIZA ST","M1",109,1222,"petrol","M",1395,"",NA,2014
"FI","BAYERISCHE MOTOREN WERKE AG","523I","M1",178,1725,"petrol","M",2996,NA,NA,2010
